#,Game,Release date,Price,Score rank(Userscore / Metascore),Owners,Playtime (Median),Developer(s),Publisher(s),,,,,,,,
5494,VEGAS-Movie-Studio-14-Platinum-Steam-Edition,14-Jul-17,$55.99,16% (56%),"0?..?20,000",12:44 (07:53),MAGIX Software GmbH,MAGIX Software GmbH,,,,,,,,
5518,Hard-Man,9-Jul-17,$0.99,16% (56%),"0?..?20,000",00:00 (00:00),oblomysh,oblomysh,,,,,,,,
6551,The-Killbox-Arena-Combat,22-Oct-17,Free,16% (56%),"0?..?20,000",281:33 (93:51),Ugamehome,Ugamehome,,,,,,,,
6635,Radline-Quarantine,29-May-17,N/A,16% (56%),"0?..?20,000",00:00 (00:00),Particle Creations,Particle Creations,,,,,,,,
62,PRO-EVOLUTION-SOCCER-2018,13-Sep-17,N/A,16% (56%/81%),"100,000?..?200,000",10:01 (14:41),"Konami Digital Entertainment Co., Ltd.",Konami Digital Entertainment,,,,,,,,
1657,Line-of-Sight,31-Jan-17,Free,16% (57%),"2,000,000?..?5,000,000",00:20 (00:18),BlackSpot Entertainment,BlackSpot Entertainment,,,,,,,,
1247,The-Butterfly-Sign-Human-Error,16-Mar-17,$4.99,16% (57%),"200,000?..?500,000",00:00 (00:00),"Quantum Phoenix Studio, Dennis Esie",Quantum Phoenix Studio,,,,,,,,
4230,Fluffy,11-Jan-17,$0.99,16% (57%),"100,000?..?200,000",00:00 (00:00),Blaiz Entertainment,Blaiz Entertainment,,,,,,,,
5194,Mystery-Mine,18-May-17,$3.99,16% (57%),"100,000?..?200,000",02:09 (02:12),LEVER Software,"LEVER Software, Enjoy Games",,,,,,,,
573,Survival-Zombies-The-Inverted-Evolution,8-May-17,$4.99,16% (57%),"50,000?..?100,000",00:01 (00:01),Racing Bros,ANPA.US,,,,,,,,
6349,Luna-Online-Reborn,17-Oct-17,Free,16% (57%),"50,000?..?100,000",01:09 (00:23),Funtime,Subagames,,,,,,,,
498,The-Quest-for-Achievements-II,25-Aug-17,$4.99,16% (57%),"20,000?..?50,000",00:00 (00:00),"StarSystemStudios??,StarSystemStudios??",,,,,,,,,
2297,Zooicide,30-Jun-17,$4.99,16% (57%),"20,000?..?50,000",00:00 (00:00),Evil Tortilla Games,Evil Tortilla Games,,,,,,,,
3531,Grace-of-Zordan,25-Oct-17,Free,16% (57%),"20,000?..?50,000",00:00 (00:00),Cybergrotex,Cybergrotex,,,,,,,,
4554,Fly-Simulator,16-Jul-17,$0.99,16% (57%),"20,000?..?50,000",00:16 (00:05),HFM Games,HFM Games,,,,,,,,
6008,Death-is-better-than-Hell,2-Aug-17,$1.99,16% (57%),"20,000?..?50,000",00:00 (00:00),,,,,,,,,,
559,Tower!3D-Pro,8-Mar-17,$49.99,16% (57%),"0?..?20,000",00:01 (00:00),FeelThere,FeelThere,,,,,,,,
1174,Phantom-Trigger,10-Aug-17,$14.99,16% (57%),"0?..?20,000",00:00 (00:00),"Bread Team, Victor Solodilov, Denis Novikov",tinyBuild,,,,,,,,
1283,CDF-Starfighter-VR,26-May-17,$19.99,16% (57%),"0?..?20,000",00:00 (00:00),MAG Studios,MAG Studios,,,,,,,,
2430,My-Factory-?ëÁ?Â∑•Â?,21-Sep-17,$6.99,16% (57%),"0?..?20,000",00:00 (00:00),Great God,Great God,,,,,,,,
3275,Strangers-in-a-Strange-Land,27-Jul-17,$4.99,16% (57%),"0?..?20,000",00:00 (00:00),SOMG,SOMG,,,,,,,,
3330,Bubsy-The-Woolies-Strike-Back,31-Oct-17,$19.99,16% (57%),"0?..?20,000",00:00 (00:00),Black Forest Games,Accolade,,,,,,,,
4259,World-of-Darkness-Preludes-Vampire-and-Mage,15-Feb-17,$9.99,16% (57%),"0?..?20,000",00:00 (00:00),"White Wolf Entertainment, Fula Fisken",White Wolf Entertainment,,,,,,,,
4520,Galactic-Crew,29-Sep-17,$19.99,16% (57%),"0?..?20,000",00:00 (00:00),Benjamin Rommel Games,Benjamin Rommel Games,,,,,,,,
5290,StellarHub,16-Aug-17,$8.99,16% (57%),"0?..?20,000",00:00 (00:00),Casualogic,Casualogic,,,,,,,,
5573,Drizzlepath-Glass,14-Feb-17,$5.99,16% (57%),"0?..?20,000",00:00 (00:00),Tongu√ß Bodur,Tongu√ß Bodur,,,,,,,,
5724,The-Moon-Night,22-Jul-17,$0.99,16% (57%),"0?..?20,000",00:00 (00:00),FarBox Games,Urban_People,,,,,,,,
6183,NASCAR-Heat-2,12-Sep-17,$19.99,16% (57%),"0?..?20,000",00:00 (00:00),Monster Games,704 Games Company,,,,,,,,
6778,Jidousha-Shakai,28-Apr-17,$14.99,16% (57%),"0?..?20,000",00:23 (00:07),CloudWeight Studios,CloudWeight Studios,,,,,,,,
6821,One-Eyed-Kutkh,30-Mar-17,$2.99,16% (57%),"0?..?20,000",00:00 (00:00),Baba Yaga Games,Baba Yaga Games,,,,,,,,
335,Realpolitiks,16-Feb-17,$24.99,16% (57%/52%),"20,000?..?50,000",02:16 (02:15),Jujubee S.A.,1C Entertainment,,,,,,,,
300,Take-On-Mars,9-Feb-17,$26.99,16% (57%/62%),"50,000?..?100,000",00:00 (00:00),Bohemia Interactive,Bohemia Interactive,,,,,,,,
235,Marvel-vs-Capcom-Infinite,19-Sep-17,$39.99,16% (57%/69%),"50,000?..?100,000",01:51 (00:37),Capcom,Capcom,,,,,,,,
1841,The-Culling,5-Oct-17,Free,17% (58%),"500,000?..?1,000,000",00:46 (00:52),Xaviant,Xaviant Games,,,,,,,,
6340,Skyforge,13-Apr-17,Free,17% (58%),"500,000?..?1,000,000",143:35 (114:14),Allods Team,My.com,,,,,,,,
2504,Pixel-Worlds,8-Jun-17,Free,17% (58%),"200,000?..?500,000",69:04 (113:12),Kukouri Mobile Entertainment,Kukouri Mobile Entertainment,,,,,,,,
6402,VITATIO-2,11-Apr-17,$0.99,17% (58%),"200,000?..?500,000",05:56 (01:58),ColloseusX,Phat Phrog Studios,,,,,,,,
4488,FBI-MANIA,31-Jan-17,$0.99,17% (58%),"100,000?..?200,000",03:12 (02:43),Arctic Bird Studio,Arctic Bird Studio,,,,,,,,
6095,Moccasin,21-Feb-17,$0.99,17% (58%),"100,000?..?200,000",00:01 (00:00),YarGri,YarGri,,,,,,,,
1990,The-Quest-for-Achievements,7-Apr-17,$4.99,17% (58%),"50,000?..?100,000",00:00 (00:00),"StarSystemStudios??,StarSystemStudios??",,,,,,,,,
3992,Cat-Girl,28-Aug-17,$0.99,17% (58%),"50,000?..?100,000",09:41 (03:13),Â§¢„??çÂ?,Paradise Project,,,,,,,,
4039,Cemetery-Warrior-3,3-Feb-17,$0.99,17% (58%),"50,000?..?100,000",00:00 (00:00),Falcoware,Atriagames,,,,,,,,
4317,Vive-Video,20-Mar-17,Free,17% (58%),"50,000?..?100,000",01:18 (00:26),HTC Creative Labs,"HTC America Innovation, Inc.",,,,,,,,
5914,Timen-runner,26-May-17,$0.99,17% (58%),"50,000?..?100,000",03:16 (01:05),REX PEX GAMES,REX PEX GAMES,,,,,,,,
6502,Heroes-Tactics,21-Jun-17,Free,17% (58%),"50,000?..?100,000",179:47 (119:51),Camex Games,Camex Games,,,,,,,,
2834,The-Agony,14-Jun-17,$0.99,17% (58%),"20,000?..?50,000",00:00 (00:00),KishMish Games,KishMish Games,,,,,,,,
3432,Train-Mechanic-Simulator-2017,23-Mar-17,$14.99,17% (58%),"20,000?..?50,000",00:00 (00:00),Si7 Studio,Si7 Studio,,,,,,,,
4567,EVE-Valkyrie-??Warzone,26-Sep-17,$29.99,17% (58%),"20,000?..?50,000",00:00 (00:00),CCP,CCP,,,,,,,,
6836,The-Last-Weekend,3-Mar-17,Free,17% (58%),"20,000?..?50,000",00:00 (00:00),KEXBOY,KEXBOY,,,,,,,,
563,Landless,10-May-17,$14.99,17% (58%),"0?..?20,000",00:00 (00:00),CodeBullet,CodeBullet,,,,,,,,
1111,Yandere-School,1-Sep-17,$4.99,17% (58%),"0?..?20,000",00:00 (00:00),Tea & Cake Games,Tea & Cake Games,,,,,,,,
1425,On-The-Road,30-Mar-17,$17.99,17% (58%),"0?..?20,000",00:00 (00:00),toxtronyx interactive GmbH,Aerosoft GmbH,,,,,,,,
1619,VEGAS-Movie-Studio-14-Steam-Edition,29-May-17,$39.99,17% (58%),"0?..?20,000",00:00 (00:00),MAGIX Software GmbH,MAGIX Software GmbH,,,,,,,,
3315,Vostok-Inc,26-Jul-17,$14.99,17% (58%),"0?..?20,000",00:00 (00:00),Nosebleed Interactive,BadLand Publishing,,,,,,,,
3745,Elder-Chaos,31-Oct-17,$4.99,17% (58%),"0?..?20,000",00:00 (00:00),Emprom Game,Emprom Game,,,,,,,,
4155,Kama-Bullet-Heritage,11-Aug-17,$0.99,17% (58%),"0?..?20,000",00:00 (00:00),Narko Games,Narko Games,,,,,,,,
4443,Axis-Football-2017,16-Aug-17,$14.99,17% (58%),"0?..?20,000",00:00 (00:00),Axis Games,Axis Games,,,,,,,,
4551,Ëæ?ù°?ÇË¥ßÂ∫?‰ª§‰∫∫?üÂä®?ÑÁ´•Âπ¥Â?ÂøÜÔ?ÁªèÂÖ∏Á≠ñÁï•Ê®°Ê?ÁªèËê•Ëß??,17-Aug-17,$5.99,17% (58%),"0?..?20,000",00:24 (00:08),ÂæÆ‰ø°?¨‰??∑Ô??åÁü≥,ÂæÆ‰ø°?¨‰??∑Ô??åÁü≥,,,,,,,,
4880,Business-hooiznes,25-Aug-17,$0.99,17% (58%),"0?..?20,000",00:00 (00:00),"Nikita ""Ghost_RUS"", Underanger TheGachiWarrior",Ghost_RUS Games,,,,,,,,
4959,Don-Bradman-Cricket-17,16-Jan-17,$49.99,17% (58%),"0?..?20,000",00:00 (00:00),Big Ant Studios,Big Ant Studios,,,,,,,,
5345,Prime-Arena,19-Oct-17,$9.99,17% (58%),"0?..?20,000",00:00 (00:00),Nival,Nival,,,,,,,,
5651,Helium,10-Mar-17,$4.99,17% (58%),"0?..?20,000",00:00 (00:00),rocketship,rocketship,,,,,,,,
5688,Drive//Shaft,30-Nov-17,$0.99,17% (58%),"0?..?20,000",00:00 (00:00),Spotted Zebra Software LLC,Spotted Zebra Software LLC,,,,,,,,
5882,Quarantine,24-May-17,$9.99,17% (58%),"0?..?20,000",00:00 (00:00),Sproing,505 Games,,,,,,,,
6742,Princess-Maker-3-Fairy-Tales-Come-True,27-Jun-17,$19.99,17% (58%),"0?..?20,000",00:41 (00:13),"CFK Co., Ltd.","CFK Co., Ltd.",,,,,,,,
346,Inmates,5-Oct-17,$9.99,17% (58%/46%),"0?..?20,000",00:00 (00:00),Davit Andreasyan,Iceberg Interactive,,,,,,,,
249,Blitzkrieg-3,2-Jun-17,$19.99,17% (58%/68%),"20,000?..?50,000",14:05 (04:41),Nival,Nival,,,,,,,,
4860,NARUTO-Ultimate-Ninja-STORM,25-Aug-17,$19.99,18% (59%),"100,000?..?200,000",01:23 (00:27),CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,,,,,,,,
1078,Face-It---A-game-to-fight-inner-demons,9-Jun-17,$3.99,18% (59%),"50,000?..?100,000",04:03 (01:21),"Tl√∂n Studios, Ilex Games",Gamestorming,,,,,,,,
2300,Say-Goodbye,3-Jan-17,Free,18% (59%),"20,000?..?50,000",00:00 (00:00),morojenoe's empire,morojenoe's empire,,,,,,,,
2509,The-Golf-Club-2,27-Jun-17,$39.99,18% (59%),"20,000?..?50,000",08:55 (02:58),HB Studios,Maximum Games,,,,,,,,
3885,Sonny,17-Apr-17,$4.99,18% (59%),"20,000?..?50,000",00:00 (00:00),Krin Juangbhanich,Armor Games Studios,,,,,,,,
5241,The-Drone-Racing-League-Simulator,1-Nov-17,$19.99,18% (59%),"20,000?..?50,000",01:33 (00:54),The Drone Racing League,The Drone Racing League,,,,,,,,
1822,Illyriad---Grand-Strategy-MMO,11-Jan-17,$4.99,18% (59%),"0?..?20,000",00:04 (00:01),Illyriad Games,Illyriad Games,,,,,,,,
2664,Music-Band-Manager,6-Dec-17,$7.99,18% (59%),"0?..?20,000",00:00 (00:00),Hamsters Gaming,Hamsters Gaming,,,,,,,,
5274,DSquad-War,14-Jul-17,$0.99,18% (59%),"0?..?20,000",00:00 (00:00),,,,,,,,,,
6336,Football-Club-Simulator---FCS-18,3-Nov-17,$9.95,18% (59%),"0?..?20,000",00:00 (00:00),FCS - Football Team,FX Interactive,,,,,,,,
247,Agents-of-Mayhem,15-Aug-17,$29.99,18% (59%/68%),"100,000?..?200,000",03:49 (06:20),Deep Silver Volition,Deep Silver,,,,,,,,
244,DOOM-VFR,30-Nov-17,$29.99,18% (59%/69%),"20,000?..?50,000",00:31 (00:31),id Software,Bethesda Softworks,,,,,,,,
4616,UNO,3-Jan-17,$9.99,19% (60%),"200,000?..?500,000",02:10 (01:59),Ubisoft Entertainment,Ubisoft Entertainment,,,,,,,,
1022,POBEDA,9-May-17,$0.99,19% (60%),"100,000?..?200,000",02:29 (00:55),"RCG, MyST",RCG,,,,,,,,
1827,Armored-Warfare,17-Nov-17,Free,19% (60%),"100,000?..?200,000",00:33 (00:18),"Obsidian Entertainment, My.com",My.com,,,,,,,,
3897,Finnish-Roller,31-Jan-17,$0.99,19% (60%),"100,000?..?200,000",00:00 (00:00),Tero Lunkka,Tero Lunkka,,,,,,,,
4400,Blocksworld,25-Sep-17,Free,19% (60%),"100,000?..?200,000",00:06 (00:02),Linden Lab,Linden Lab,,,,,,,,
4753,Mini-Guns---Omega-Wars,2-Nov-17,Free,19% (60%),"100,000?..?200,000",00:01 (00:00),"Riposte Games & Co, Inc","Riposte Games & Co, Inc",,,,,,,,
1418,Steam-360-Video-Player,10-May-17,Free,19% (60%),"50,000?..?100,000",00:00 (00:00),Valve,,,,,,,,,
4031,Spider-Man-Homecoming---Virtual-Reality-Experience,30-Jun-17,Free,19% (60%),"50,000?..?100,000",00:00 (00:00),CreateVR,Sony Pictures Virtual Reality,,,,,,,,
4482,TwelveSky2-Classic,27-Jan-17,Free,19% (60%),"50,000?..?100,000",00:00 (00:00),SG Data,RedFox Games,,,,,,,,
4837,Space-Fighter,14-Sep-17,Free,19% (60%),"50,000?..?100,000",00:00 (00:00),Roger Barton,Roger Barton,,,,,,,,
5676,Fighter-of-Evil,3-May-17,$1.99,19% (60%),"50,000?..?100,000",04:08 (03:56),SharkGame,Rhino Games,,,,,,,,
433,The-Flaws-of-Gravity,5-May-17,Free,19% (60%),"20,000?..?50,000",00:00 (00:00),Absorbed Studios,Absorbed Studios,,,,,,,,
1679,Sudden-Strike-3,22-May-17,$5.99,19% (60%),"20,000?..?50,000",01:03 (00:21),Fireglow,Kalypso Media Digital,,,,,,,,
2310,A-SECOND-BEFORE-US,10-May-17,$3.99,19% (60%),"20,000?..?50,000",02:57 (01:58),DimleTeam,DimleTeam,,,,,,,,
2514,Urban-Rivals,18-Oct-17,Free,19% (60%),"20,000?..?50,000",01:12 (01:08),Acute Games,Acute Games,,,,,,,,
3504,Reaping-Rewards,9-Jun-17,Free,19% (60%),"20,000?..?50,000",00:00 (00:00),Limitless Ltd,Limitless Ltd,,,,,,,,
4077,RC-Plane-3,7-Aug-17,Free,19% (60%),"20,000?..?50,000",00:00 (00:00),FrozenPepper S.R.L,FrozenPepper S.R.L.,,,,,,,,
4373,Better-Off-Tread,12-Sep-17,Free,19% (60%),"20,000?..?50,000",00:00 (00:00),"Pixel Constructor, LLC.","Pixel Constructor, LLC",,,,,,,,
4652,Miner-Ultra-Adventures,27-Jan-17,$0.99,19% (60%),"20,000?..?50,000",00:00 (00:00),Manic Mind Game Lab,Old School Blender Addicted,,,,,,,,
1494,3D-Hardcore-Cube,22-Aug-17,$0.99,19% (60%),"0?..?20,000",00:00 (00:00),Laush Dmitriy Sergeevich,Hardcore Studio,,,,,,,,
1820,Franchise-Hockey-Manager-4,6-Oct-17,$19.99,19% (60%),"0?..?20,000",00:00 (00:00),Out of the Park Developments,Out of the Park Developments,,,,,,,,
3011,Trio,8-Jun-17,$0.99,19% (60%),"0?..?20,000",00:00 (00:00),Paper Plane,Paper Plane,,,,,,,,
4594,Kitten-Squad,4-Jan-17,Free,19% (60%),"0?..?20,000",00:00 (00:00),SAGENCY,PETA,,,,,,,,
5594,Remaya-Idle,20-Nov-17,$2.99,19% (60%),"0?..?20,000",00:00 (00:00),Wurrad,Wurrad,,,,,,,,
5961,Trackmania¬≤-Lagoon,23-May-17,$19.99,19% (60%),"0?..?20,000",00:31 (00:10),Nadeo,Ubisoft,,,,,,,,
6011,A-Morticians-Tale,18-Oct-17,$9.99,19% (60%),"0?..?20,000",00:00 (00:00),Laundry Bear Games,Laundry Bear Games,,,,,,,,
6077,SWAT-3-Tactical-Game-of-the-Year-Edition,18-Apr-17,$9.99,19% (60%),"0?..?20,000",00:00 (00:00),Sierra,Activision,,,,,,,,
6206,Ablepsia,27-Sep-17,$0.99,19% (60%),"0?..?20,000",00:00 (00:00),NedoStudio,NedoStudio,,,,,,,,
6223,Infinite-Tanks,25-Mar-17,$4.99,19% (60%),"0?..?20,000",00:31 (00:15),Atypical Games,Atypical Games,,,,,,,,
6430,Goro,20-Sep-17,$2.99,19% (60%),"0?..?20,000",05:06 (01:42),VB Studio,VB Studio,,,,,,,,
6844,The-End-oo,11-May-17,Free,19% (60%),"0?..?20,000",00:00 (00:00),xrrawva,xrrawva,,,,,,,,
209,Pro-Cycling-Manager-2017,15-Jun-17,$29.99,19% (60%/71%),"50,000?..?100,000",02:02 (00:40),Cyanide Studio,Focus Home Interactive,,,,,,,,
1642,The-Spirit-Underneath,2-Jan-17,$0.99,2% (16%),"200,000?..?500,000",00:00 (00:00),Acuze Interactives,Displacement Studios,,,,,,,,
1729,28-Waves-Later,15-Mar-17,$4.99,2% (16%),"100,000?..?200,000",03:34 (04:06),Dagestan Technology,Dagestan Technology,,,,,,,,
2045,Infinitum,4-Jan-17,$4.99,2% (16%),"100,000?..?200,000",00:00 (00:00),VGstudio,VGstudio,,,,,,,,
2417,Pro-Gamer-Manager-2,5-Oct-17,$19.99,2% (17%),"0?..?20,000",00:00 (00:00),Millenway,Millenway,,,,,,,,
1125,OFox-Life,31-Oct-17,$0.99,2% (18%),"20,000?..?50,000",00:00 (00:00),O'Stinky lab.,O'Stinky lab.,,,,,,,,
3301,The-District,10-Dec-17,$0.99,2% (20%),"100,000?..?200,000",01:54 (01:53),DistrictTeam,DistrictTeam,,,,,,,,
5383,Crazy-Buggy-Racing,12-Apr-17,$4.99,2% (20%),"50,000?..?100,000",03:29 (02:19),VGstudio,VGstudio,,,,,,,,
571,Seduction-Ë™òÊ?,22-Jul-17,$19.99,2% (20%),"0?..?20,000",00:00 (00:00),Gnioto VR,Gnioto VR,,,,,,,,
4714,MineFight,23-Sep-17,Free,2% (21%),"50,000?..?100,000",00:00 (00:00),Talpel Games,Talpel Games,,,,,,,,
3588,Wheel-Riders-Online-OBT,27-Dec-17,Free,2% (22%),"50,000?..?100,000",00:00 (00:00),Raum Studio,Raum Studio,,,,,,,,
6713,Lost-Base-Escape,23-Jan-17,$0.99,2% (22%),"50,000?..?100,000",00:00 (00:00),"Demik Technology, Shevchenko Technology",Demik Technology,,,,,,,,
3283,Employee-Recycling-Center,15-May-17,$0.99,2% (23%),"100,000?..?200,000",00:00 (00:00),Idea Cabin,Idea Cabin,,,,,,,,
4601,Death-Penalty-Beginning,23-Jan-17,N/A,2% (23%),"50,000?..?100,000",00:00 (00:00),"VI GAMES LLC, Ivan Buderkrvych",VI GAMES LLC,,,,,,,,
5056,Micro-Machines-World-Series,29-Jun-17,$29.99,2% (23%),"50,000?..?100,000",00:00 (00:00),Codemasters,Codemasters,,,,,,,,
996,Triple-Otakus-Puzzle,4-Sep-17,$0.99,2% (23%),"0?..?20,000",00:00 (00:00),"Tero Lunkka, BlackThug",Tero Lunkka,,,,,,,,
6637,Unexpected-Day,1-Feb-17,$0.99,2% (24%),"200,000?..?500,000",03:23 (02:21),Black Whale Studios,Blue Whale Games,,,,,,,,
3644,One-Star,17-Apr-17,$2.99,2% (24%),"100,000?..?200,000",04:17 (03:06),Spectrum Games,Dagestan Technology,,,,,,,,
3274,Last-Man-Standing,29-Mar-17,Free,21% (61%),"2,000,000?..?5,000,000",02:01 (00:01),"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,,,,,,,
6846,Metin2,8-May-17,Free,21% (61%),"1,000,000?..?2,000,000",16:34 (00:45),WEBZEN Inc.,Gameforge 4D GmbH,,,,,,,,
3052,Tanki-Online,2-Mar-17,Free,21% (61%),"200,000?..?500,000",03:30 (02:41),Tanki Online Ltd.,APL Publishing Ltd.,,,,,,,,
3760,Einar,20-Jul-17,Free,21% (61%),"200,000?..?500,000",00:03 (00:01),DreamPunks,DreamPunks,,,,,,,,
6368,Fruit-Arranger,23-Jan-17,$0.99,21% (61%),"100,000?..?200,000",00:00 (00:00),Mihai Morosanu,Mihai Morosanu,,,,,,,,
1026,Your-Friend-Hana,6-Apr-17,$0.99,21% (61%),"50,000?..?100,000",01:26 (00:28),Xorcerox,Xorcerox,,,,,,,,
1666,Langoth,27-Feb-17,$2.99,21% (61%),"50,000?..?100,000",00:00 (00:00),Atum Software,Sometimes You,,,,,,,,
3626,Boom-Bahh,9-Jul-17,$0.99,21% (61%),"50,000?..?100,000",00:00 (00:00),oblomysh,oblomysh,,,,,,,,
5231,Winexy,13-Jan-17,$0.99,21% (61%),"50,000?..?100,000",00:00 (00:00),Heaven Brotherhood,GrabTheGames,,,,,,,,
6481,Castle-Clicker--Building-Tycoon,2-Oct-17,Free,21% (61%),"50,000?..?100,000",01:49 (00:36),Autotelic Games LLC,Autotelic Games LLC,,,,,,,,
649,Janus-VR,31-Mar-17,Free,21% (61%),"20,000?..?50,000",00:00 (00:00),"Janus VR, Inc.","Janus VR, Inc.",,,,,,,,
1630,SORE,5-Oct-17,Free,21% (61%),"20,000?..?50,000",00:00 (00:00),Bazitov Mikhail,Bazitov Mikhail,,,,,,,,
1940,Redneck-Rampage,4-Jan-17,$9.99,21% (61%),"20,000?..?50,000",00:00 (00:00),Xatrix Entertainment,Interplay,,,,,,,,
2471,Valnir-Rok-Survival-RPG,26-Sep-17,$19.99,21% (61%),"20,000?..?50,000",00:15 (00:05),encurio,"encurio, Rok Entertainment",,,,,,,,
3297,Secondhand-Lands,1-Dec-17,Free,21% (61%),"20,000?..?50,000",00:00 (00:00),"Callipygian Games, LLC","Callipygian Games, LLC",,,,,,,,
4721,SoulSaverOnline,5-Apr-17,Free,21% (61%),"20,000?..?50,000",00:00 (00:00),Smartbig Corportion,Netgame,,,,,,,,
4927,Tank-Battle-Mania,14-Jul-17,$0.99,21% (61%),"20,000?..?50,000",00:00 (00:00),,,,,,,,,,
5416,John-The-Zombie,22-Nov-17,$9.99,21% (61%),"20,000?..?50,000",00:00 (00:00),Minimal Lab,Minimal Lab,,,,,,,,
5654,Kings-and-Heroes,16-Nov-17,$14.99,21% (61%),"20,000?..?50,000",00:00 (00:00),Industry Games,Industry Games,,,,,,,,
5779,‰æ†ÂÆ¢È£é‰?‰º†Â?‰º?Tale-of-WuxiaThe-Pre-Sequel),14-Aug-17,$16.99,21% (61%),"20,000?..?50,000",25:21 (10:18),Heluo Studio,Fenghuang GameÔºàÂá§?∞Ê∏∏?èÔ?,,,,,,,,
6135,Algotica-Iterations,23-Mar-17,$6.99,21% (61%),"20,000?..?50,000",00:00 (00:00),Alexander Goodwin,Alexander Goodwin,,,,,,,,
6565,Wild-Terra-Online,18-Dec-17,$14.99,21% (61%),"20,000?..?50,000",16:34 (14:23),Juvty Worlds Ltd.,Juvty Worlds Ltd.,,,,,,,,
1151,Bloody-Trapland-2-Curiosity,7-Apr-17,$14.99,21% (61%),"0?..?20,000",03:17 (02:11),"2Play, Prasius",2Play,,,,,,,,
1205,Romancing-SaGa-2,15-Dec-17,$24.99,21% (61%),"0?..?20,000",00:00 (00:00),"Square Enix, ArtePiazza",Square Enix,,,,,,,,
2313,Grimoire--Heralds-of-the-Winged-Exemplar,4-Aug-17,$19.99,21% (61%),"0?..?20,000",00:00 (00:00),Cleveland Mark Blakemore,Golden Era Games,,,,,,,,
2520,Prevent-The-Fall,31-Jul-17,$9.99,21% (61%),"0?..?20,000",00:00 (00:00),D.W.S,D.W.S.,,,,,,,,
2875,World-of-One,8-Jun-17,$3.99,21% (61%),"0?..?20,000",00:00 (00:00),Grimwood Team,Grimwood Team,,,,,,,,
3349,BOOKS,23-Aug-17,$0.99,21% (61%),"0?..?20,000",00:00 (00:00),UNIOCS,UNIOCS,,,,,,,,
3533,Dice-Tower-Defense,15-Sep-17,$0.99,21% (61%),"0?..?20,000",00:00 (00:00),Educational Games,Educational Games,,,,,,,,
3718,Off-Road-Paradise-Trial-4x4,6-Feb-17,$19.99,21% (61%),"0?..?20,000",00:00 (00:00),Ivanovich Games,Ivanovich Games,,,,,,,,
6120,Mars-2030,31-Jul-17,$14.99,21% (61%),"0?..?20,000",00:00 (00:00),FMG Labs,Fusion Media Group,,,,,,,,
6710,Armor-Clash-II-[RTS],4-Apr-17,$9.99,21% (61%),"0?..?20,000",00:00 (00:00),Windforce,Windforce,,,,,,,,
334,No70-Eye-of-Basir,28-Jun-17,$5.99,21% (61%/52%),"0?..?20,000",00:00 (00:00),Oldmoustache Gameworks,Artcom FZC,,,,,,,,
306,WWE-2K17,6-Feb-17,$49.99,21% (61%/61%),"50,000?..?100,000",01:08 (00:30),"Visual Concepts, Yuke's Co., LTD",2K,,,,,,,,
58,Football-Manager-2018,9-Nov-17,$49.99,21% (61%/82%),"1,000,000?..?2,000,000",21:40 (20:26),Sports Interactive,SEGA,,,,,,,,
354,Tank-Force,23-Oct-17,Free,22% (62%),"100,000?..?200,000",00:34 (00:22),Extreme Developers,Extreme Developers,,,,,,,,
1813,IL-2-Sturmovik-Cliffs-of-Dover-Blitz-Edition,14-Dec-17,$24.99,22% (62%),"100,000?..?200,000",00:27 (00:09),"Team Fusion Simulations, 1C: Maddox Games",1C Entertainment,,,,,,,,
2001,Granado-Espada,15-Oct-17,Free,22% (62%),"100,000?..?200,000",00:00 (00:00),"IMCGAMES Co.,Ltd.","IMCGAMES Co.,Ltd.",,,,,,,,
2952,Mad-Dagger,1-Apr-17,$0.99,22% (62%),"100,000?..?200,000",00:00 (00:00),YarGri,YarGri,,,,,,,,
4804,Crown-and-Council,27-Jan-17,Free,22% (62%),"100,000?..?200,000",00:00 (00:00),Mojang,Mojang,,,,,,,,
2612,9Dragons,14-Feb-17,Free,22% (62%),"50,000?..?100,000",00:15 (00:05),JoongWon Games,RedFox Games,,,,,,,,
5611,Lamp-Head,1-Jun-17,$1.99,22% (62%),"20,000?..?50,000",02:23 (01:35),Oriplay,"Cristian Manolachi, Atomic Fabrik",,,,,,,,
570,The-Grand-Canyon-VR-Experience,13-Jan-17,$2.99,22% (62%),"0?..?20,000",00:00 (00:00),"Immersive Entertainment, Inc.","Immersive Entertainment, Inc",,,,,,,,
1846,Riskers,17-Oct-17,$9.99,22% (62%),"0?..?20,000",00:00 (00:00),ShotX Studio,Meridian4,,,,,,,,
1881,Arrow-Heads,21-Sep-17,$14.99,22% (62%),"0?..?20,000",00:00 (00:00),OddBird,OddBird,,,,,,,,
1909,MadOut2-BigCityOnline,21-Feb-17,Free,22% (62%),"0?..?20,000",00:28 (00:09),MadOut Games,MadOut Games,,,,,,,,
2286,Race-Arcade,5-Apr-17,$11.99,22% (62%),"0?..?20,000",00:00 (00:00),Iceflake Studios,Iceflake Studios,,,,,,,,
2445,Market-Tycoon,11-May-17,$9.99,22% (62%),"0?..?20,000",00:00 (00:00),Protection Games,Protection Games,,,,,,,,
3068,Capsa,23-Oct-17,Free,22% (62%),"0?..?20,000",00:08 (00:02),"db.works, Vetron",Vetron,,,,,,,,
