"","V1","V2","V3","V4","V5"
"c..Name....CriticRate....CriticNum....UserRate....UserNum..","Name","CriticRate","CriticNum","UserRate","UserNum"
"cur15_sta.779","Reveal The Deep","NA","
                                1
                            ","
4.5
    ","4 Ratings"
"cur15_sta.780","Over 9,000 Zombies!","53","
                                4
                            ","NA","0"
"cur15_sta.781","ROCKETSROCKETSROCKETS","NA","
                                1
                            ","
6.6
    ","8 Ratings"
"cur15_sta.782","Fox & Flock","NA","
                                1
                            ","NA","0"
"cur15_sta.783","Unpossible","NA","0","NA","0"
"cur15_sta.784","Proto Raider","NA","0","NA","0"
"cur15_sta.785","Machina of the Planet Tree -Planet Ruler-","NA","
                                1
                            ","NA","0"
"cur15_sta.786","Over The Hills And Far Away","NA","0","NA","0"
"cur15_sta.787","Psycho Starship Rampage","NA","0","NA","0"
"cur15_sta.788","How to Take Off Your Mask","NA","
                                1
                            ","NA","0"
"cur15_sta.789","Littlewitch Romanesque","NA","
                                2
                            ","NA","0"
"cur15_sta.790","Night Shift (2014)","NA","0","NA","0"
"cur15_sta.791","Tales of the Orient: The Rising Sun","NA","0","NA","0"
"cur15_sta.792","Crash Drive 2","NA","0","NA","0"
"cur15_sta.793","One Piece: Pirate Warriors 3","62","
                                4
                            ","
5.9
    ","48 Ratings"
"cur15_sta.794","how do you Do It?","NA","0","NA","0"
"cur15_sta.795","Crusaders of the Lost Idols","NA","0","
7.7
    ","6 Ratings"
"cur15_sta.796","Runestone Keeper","NA","0","NA","0"
"cur15_sta.797","Job the Leprechaun","NA","0","NA","0"
"cur15_sta.798","TyranoBuilder Visual Novel Studio","X","X","X","X"
"cur15_sta.799","Tomb of Tyrants","NA","0","NA","0"
"cur15_sta.800","Forge Quest","NA","
                                1
                            ","NA","0"
"cur15_sta.801","Boogeyman","NA","0","NA","0"
"cur15_sta.802","ChargeShot","NA","0","NA","0"
"cur15_sta.803","Plug & Play","NA","
                                2
                            ","
7.6
    ","11 Ratings"
"cur15_sta.804","Mainland","NA","0","NA","0"
"cur15_sta.805","Jones On Fire","NA","0","NA","0"
"cur15_sta.806","Sakura Clicker","NA","
                                1
                            ","
5.1
    ","25 Ratings"
"cur15_sta.807","Steam and Metal","NA","0","NA","0"
"cur15_sta.808","Super Indie Karts","NA","0","NA","0"
"cur15_sta.809","Karate Master 2 Knock Down Blow","NA","
                                1
                            ","
7.8
    ","4 Ratings"
"cur15_sta.810","Mu Complex","NA","0","NA","0"
"cur15_sta.811","Mimpi","NA","
                                1
                            ","NA","0"
"cur15_sta.812","in Space","NA","0","NA","0"
"cur15_sta.813","The Men of Yoshiwara: Kikuya","NA","
                                1
                            ","NA","0"
"cur15_sta.814","BAD END","NA","0","NA","0"
"cur15_sta.815","Uncraft World","NA","0","NA","0"
"cur15_sta.816","Nyctophobia","NA","0","NA","0"
"cur15_sta.817","Cityconomy","35","
                                6
                            ","
4.5
    ","4 Ratings"
"cur15_sta.818","Joe's Diner","NA","0","NA","0"
"cur15_sta.819","Hospital Manager","NA","0","NA","0"
"cur15_sta.820","True Lover's Knot","NA","0","NA","0"
"cur15_sta.821","ALPAGES : THE FIVE BOOKS","NA","0","NA","0"
"cur15_sta.822","Wars of Napoleon","NA","0","NA","0"
"cur15_sta.823","MadOut Open City","NA","0","NA","0"
"cur15_sta.824","Paper Dungeons","NA","0","
6.8
    ","6 Ratings"
"cur15_sta.825","MyRPG Master","X","X","X","X"
"cur15_sta.826","Mechs & Mercs: Black Talons","NA","
                                3
                            ","
5.9
    ","16 Ratings"
"cur15_sta.827","Onikira - Demon Killer","55","
                                6
                            ","NA","0"
"cur15_sta.828","The Undying Plague","NA","0","NA","0"
"cur15_sta.829","Heroes of SoulCraft - Arcade MOBA","NA","0","NA","0"
"cur15_sta.830","Might & Magic Heroes Online","NA","0","
4.8
    ","5 Ratings"
"cur15_sta.831","The Lost Valley","NA","0","
1.5
    ","4 Ratings"
"cur15_sta.832","Gratuitous Space Battles 2","NA","
                                3
                            ","
2.4
    ","5 Ratings"
"cur15_sta.833","sZone-Online","NA","0","
5.4
    ","10 Ratings"
"cur15_sta.834","REVERSE SIDE","NA","0","NA","0"
"cur15_sta.835","Astral Terra","NA","0","NA","0"
"cur15_sta.836","Tiamat X","NA","0","NA","0"
"cur15_sta.837","Edge Of Space","NA","0","NA","0"
"cur15_sta.838","HIS (Heroes In the Sky)","NA","0","NA","0"
"cur15_sta.839","Stellar 2D","NA","0","NA","0"
"cur15_sta.840","Days Under Custody","NA","0","NA","0"
"cur15_sta.841","Puzzle Ball","NA","0","NA","0"
"cur15_sta.842","Monument","NA","0","NA","0"
"cur15_sta.843","Lost in Paradise","NA","0","NA","0"
"cur15_sta.844","Dead But Alive! Southern England","NA","0","NA","0"
"cur15_sta.845","Wave of Darkness","NA","
                                2
                            ","
2.5
    ","8 Ratings"
"cur15_sta.846","Pirate's Life","NA","0","NA","0"
"cur15_sta.847","Raiden Legacy","NA","0","NA","0"
"cur15_sta.848","Corona MotorSport","NA","0","NA","0"
"cur15_sta.849","Squad","NA","0","NA","0"
"cur15_sta.850","No Time To Explain Remastered","NA","
                                3
                            ","NA","0"
"cur15_sta.851","Radium","NA","0","NA","0"
"cur15_sta.852","Collisions","NA","0","NA","0"
"cur15_sta.853","Frankenstein: Master of Death","NA","
                                1
                            ","
6.6
    ","8 Ratings"
"cur15_sta.854","War for the Overworld","65","
                                14
                            ","
7.8
    ","107 Ratings"
"cur15_sta.855","404Sight","NA","0","NA","0"
"cur15_sta.856","Ostrich Island","NA","
                                1
                            ","NA","0"
"cur15_sta.857","X-note","NA","0","NA","0"
"cur15_sta.858","Super Star Path","NA","
                                1
                            ","NA","0"
"cur15_sta.859","Dungeon Nightmares II : The Memory","NA","0","NA","0"
"cur15_sta.860","Call of Tomsk-7","NA","0","NA","0"
"cur15_sta.861","Stranded In Time","NA","0","NA","0"
"cur15_sta.862","Clandestinity of Elsie","NA","0","NA","0"
"cur15_sta.863","Transformice","NA","
                                1
                            ","
7.7
    ","19 Ratings"
"cur15_sta.864","Eastside Hockey Manager","NA","0","
7.4
    ","15 Ratings"
"cur15_sta.865","Northland","62","
                                11
                            ","
7.0
    ","9 Ratings"
"cur15_sta.866","Halo: Spartan Strike","66","
                                9
                            ","
6.1
    ","30 Ratings"
"cur15_sta.867","PixelJunk Shooter Ultimate","NA","
                                1
                            ","
5.6
    ","5 Ratings"
"cur15_sta.868","Legends of Solitaire: Curse of the Dragons","NA","0","NA","0"
"cur15_sta.869","Making History: The Calm and the Storm","70","
                                19
                            ","
8.8
    ","69 Ratings"
"cur15_sta.870","Reign of Bullets","NA","
                                3
                            ","NA","0"
"cur15_sta.871","Cute Things Dying Violently","NA","
                                3
                            ","NA","0"
"cur15_sta.872","Gridworld","NA","0","NA","0"
"cur15_sta.873","Enemy","NA","0","NA","0"
"cur15_sta.874","Yomi","NA","
                                1
                            ","NA","0"
"cur15_sta.875","OBEY","NA","0","
8.0
    ","8 Ratings"
"cur15_sta.876","Iggy's Egg Adventure","NA","0","NA","0"
"cur15_sta.877","VERSUS: The Lost Ones","NA","0","NA","0"
"cur15_sta.878","FaceRig","X","X","X","X"
"cur15_sta.879","Empyrion - Galactic Survival","NA","0","NA","0"
"cur15_sta.880","Hyperspace Invaders II: Pixel Edition","NA","
                                2
                            ","
8.6
    ","5 Ratings"
"cur15_sta.881","Gnomes Garden","NA","0","NA","0"
"cur15_sta.882","Pre-Civilization Marble Age","NA","
                                1
                            ","
7.8
    ","5 Ratings"
"cur15_sta.883","Angels Fall First","NA","0","NA","0"
"cur15_sta.884","Automation - The Car Company Tycoon Game","NA","0","NA","0"
"cur15_sta.885","Shutshimi","NA","0","NA","0"
"cur15_sta.886","Labyrinthine Dreams","NA","0","
6.6
    ","5 Ratings"
"cur15_sta.887","Fahrenheit: Indigo Prophecy Remastered","61","
                                9
                            ","
7.5
    ","126 Ratings"
"cur15_sta.888","Defend Your Life","NA","0","
8.0
    ","5 Ratings"
"cur15_sta.889","Ultimate Tic-Tac-Toe","NA","0","NA","0"
"cur15_sta.890","Airscape: The Fall of Gravity","75","
                                9
                            ","
6.6
    ","14 Ratings"
"cur15_sta.891","Ty the Tasmanian Tiger 4","NA","
                                1
                            ","
7.3
    ","4 Ratings"
"cur15_sta.892","Hack RUN","NA","0","NA","0"
"cur15_sta.893","This Book Is A Dungeon","NA","0","NA","0"
"cur15_sta.894","Highschool Romance","NA","0","NA","0"
"cur15_sta.895","Sound Shift","NA","0","NA","0"
"cur15_sta.896","Waste Walkers","NA","0","NA","0"
"cur15_sta.897","Knee Deep, Act 1: Wonderland","66","
                                6
                            ","
6.8
    ","4 Ratings"
"cur15_sta.898","Domestic Dog Simulator","NA","
                                2
                            ","NA","0"
"cur15_sta.899","A Bastard's Tale","NA","
                                2
                            ","NA","0"
"cur15_sta.900","BANZAI PECAN: The Last Hope for the Young Century","NA","0","NA","0"
"cur15_sta.901","TIMEframe","NA","
                                2
                            ","NA","0"
"cur15_sta.902","The Amber Throne","NA","0","
6.8
    ","5 Ratings"
"cur15_sta.903","Link: The Unleashed Nexus","NA","0","NA","0"
"cur15_sta.904","iZBOT","NA","0","NA","0"
"cur15_sta.905","Pendragon Rising","NA","0","NA","0"
"cur15_sta.906","Gon' E-Choo!","NA","0","NA","0"
"cur15_sta.907","Fighties","NA","0","NA","0"
"cur15_sta.908","The Last Crown: Midnight Horror","NA","
                                1
                            ","NA","0"
"cur15_sta.909","Manyland","NA","0","NA","0"
"cur15_sta.910","Stories of Bethem: Full Moon","NA","
                                1
                            ","NA","0"
"cur15_sta.911","Heroes Never Lose: Professor Puzzler's Perplexing Ploy","NA","0","NA","0"
"cur15_sta.912","Square Brawl","NA","0","NA","0"
"cur15_sta.913","Rack N Ruin","NA","
                                1
                            ","NA","0"
"cur15_sta.914","Shipwreck","NA","0","NA","0"
"cur15_sta.915","Mooch","NA","0","
6.2
    ","9 Ratings"
"cur15_sta.916","A Wise Use of Time","NA","0","NA","0"
"cur15_sta.917","D4: Dark Dreams Don't Die","67","
                                14
                            ","
7.0
    ","76 Ratings"
"cur15_sta.918","In Verbis Virtus","NA","
                                2
                            ","
7.6
    ","8 Ratings"
"cur15_sta.919","Borderless Gaming","X","X","X","X"
"cur15_sta.920","FreeCell Quest","NA","
                                1
                            ","NA","0"
"cur15_sta.921","Razenroth","NA","0","
6.3
    ","4 Ratings"
"cur15_sta.922","Apotheon Arena","NA","0","NA","0"
"cur15_sta.923","Intergalactic Bubbles","NA","0","NA","0"
"cur15_sta.924","the static speaks my name","NA","
                                2
                            ","
6.9
    ","7 Ratings"
"cur15_sta.925","Bloody Streets","NA","0","NA","0"
"cur15_sta.926","Last Horizon","NA","
                                2
                            ","NA","0"
"cur15_sta.927","Stay Alight","NA","0","NA","0"
"cur15_sta.928","Swordbreaker The Game","NA","0","
8.1
    ","9 Ratings"
"cur15_sta.929","Tiki Man","NA","0","NA","0"
"cur15_sta.930","Keebles","NA","
                                1
                            ","NA","0"
"cur15_sta.931","Always The Same Blue Sky...","NA","0","NA","0"
"cur15_sta.932","Zenohell","NA","0","NA","0"
"cur15_sta.933","Stock Car Extreme","NA","
                                1
                            ","
7.1
    ","8 Ratings"
"cur15_sta.934","Wyrmsun","NA","0","NA","0"
"cur15_sta.935","Kiai Resonance","NA","0","NA","0"
"cur15_sta.936","Pixel Fodder","NA","0","NA","0"
"cur15_sta.937","Mitos.is: The Game","NA","0","
5.0
    ","4 Ratings"
"cur15_sta.938","The Secret of Tremendous Corporation","NA","0","NA","0"
"cur15_sta.939","Lilly & Sasha: Curse of the Immortals","NA","0","NA","0"
"cur15_sta.940","Ancient Planet","NA","
                                1
                            ","NA","0"
"cur15_sta.941","Fitz the Fox","NA","0","NA","0"
"cur15_sta.942","Korwin The Game","NA","0","
8.0
    ","4 Ratings"
"cur15_sta.943","Tobari and the Night of the Curious Moon","NA","
                                1
                            ","NA","0"
"cur15_sta.944","Spaceman Sparkles 2","NA","0","NA","0"
"cur15_sta.945","Dragonpath","NA","0","NA","0"
"cur15_sta.946","Undefeated","NA","0","
7.6
    ","9 Ratings"
