"","V1","V2","V3","V4","V5"
"cur_sta.330","The Herbalist","NA","0","NA","0"
"cur_sta.331","DoDonPachi Resurrection","NA","
                                3
                            ","
7.7
    ","6 Ratings"
"cur_sta.332","Hustle Cat","NA","0","NA","0"
"cur_sta.333","KARAKARA","NA","
                                1
                            ","NA","0"
"cur_sta.334","BallisticNG","NA","0","NA","0"
"cur_sta.335","Guns of Infinity","NA","0","NA","0"
"cur_sta.336","The Last Time","NA","
                                2
                            ","NA","0"
"cur_sta.337","Rivalry","NA","0","NA","0"
"cur_sta.338","Palinurus","NA","0","NA","0"
"cur_sta.339","Void Pyramid","NA","0","NA","0"
"cur_sta.340","My Little Kitties","NA","
                                1
                            ","NA","0"
"cur_sta.341","I and Me","NA","0","NA","0"
"cur_sta.342","The Lab","NA","
                                3
                            ","NA","0"
"cur_sta.343","Bot Vice","NA","
                                1
                            ","NA","0"
"cur_sta.344","Cosmic Sugar VR","NA","0","NA","0"
"cur_sta.345","Highway Blossoms","NA","
                                2
                            ","
7.3
    ","7 Ratings"
"cur_sta.346","Montaro","NA","
                                1
                            ","
8.0
    ","5 Ratings"
"cur_sta.347","It's Spring Again","NA","0","NA","0"
"cur_sta.348","Ara Fell","NA","
                                2
                            ","NA","0"
"cur_sta.349","ACE Academy","NA","0","
9.0
    ","6 Ratings"
"cur_sta.350","KNIGHTS","NA","0","NA","0"
"cur_sta.351","Lucius Demake","NA","0","NA","0"
"cur_sta.352","RED","NA","0","NA","0"
"cur_sta.353","Megadimension Neptunia VII","NA","
                                1
                            ","
7.6
    ","22 Ratings"
"cur_sta.354","Kingdom Rush Frontiers","NA","0","
8.7
    ","11 Ratings"
"cur_sta.355","Lucy: The Eternity She Wished For","NA","
                                1
                            ","
7.5
    ","15 Ratings"
"cur_sta.356","Zenge","NA","0","
7.6
    ","5 Ratings"
"cur_sta.357","Zup! 2","NA","0","NA","0"
"cur_sta.358","Moonlight","NA","
                                1
                            ","NA","0"
"cur_sta.359","Wild Animals - Animated Jigsaws","NA","0","NA","0"
"cur_sta.360","The Pierhead Arcade","NA","0","NA","0"
"cur_sta.361","Murasaki","NA","0","NA","0"
"cur_sta.362","The Afterglow of Grisaia","NA","0","NA","0"
"cur_sta.363","Rose of Winter","NA","0","NA","0"
"cur_sta.364","Smashbox Arena","NA","
                                1
                            ","NA","0"
"cur_sta.365","A-10 VR","NA","0","NA","0"
"cur_sta.366","Mr. Massagy","NA","
                                1
                            ","NA","0"
"cur_sta.367","Beat da Beat","NA","0","NA","0"
"cur_sta.368","Ultimate Chicken Horse","NA","
                                2
                            ","
8.4
    ","22 Ratings"
"cur_sta.369","Blood and Bacon","NA","0","
7.9
    ","14 Ratings"
"cur_sta.370","Switchcars","NA","0","NA","0"
"cur_sta.371","The VR Museum of Fine Art","NA","0","NA","0"
"cur_sta.372","The Price of Freedom","NA","0","NA","0"
"cur_sta.373","Vanishing Realms","NA","
                                1
                            ","NA","0"
"cur_sta.374","Book of Demons","76","
                                7
                            ","
7.8
    ","11 Ratings"
"cur_sta.375","Angels of Death","NA","
                                1
                            ","NA","0"
"cur_sta.376","Rec Room","NA","0","NA","0"
"cur_sta.377","PRICE","NA","0","NA","0"
"cur_sta.378","The Jackbox Party Pack 3","NA","
                                3
                            ","NA","0"
"cur_sta.379","Mandagon","NA","0","
7.8
    ","10 Ratings"
"cur_sta.380","Death Road to Canada","73","
                                5
                            ","
7.9
    ","19 Ratings"
"cur_sta.381","Zasa - An AI Story","NA","0","NA","0"
"cur_sta.382","UnReal World","NA","0","
8.6
    ","14 Ratings"
"cur_sta.383","Hot Squat","NA","0","NA","0"
"cur_sta.384","Counter Agents","NA","0","NA","0"
"cur_sta.385","Fibbage XL","NA","0","NA","0"
"cur_sta.386","Helen's Mysterious Castle","NA","
                                1
                            ","NA","0"
"cur_sta.387","Season of 12 Colors","NA","0","NA","0"
"cur_sta.388","Final Approach","NA","
                                2
                            ","NA","0"
"cur_sta.389","Brief Karate Foolish","NA","0","NA","0"
"cur_sta.390","Pac-Man 256","NA","
                                2
                            ","
4.8
    ","4 Ratings"
"cur_sta.391","Learn Japanese To Survive! Hiragana Battle","NA","0","NA","0"
"cur_sta.392","Wand Wars","NA","
                                2
                            ","NA","0"
"cur_sta.393","Old Friend","NA","0","NA","0"
"cur_sta.394","Strawberry Vinegar","NA","
                                1
                            ","NA","0"
"cur_sta.395","Wheely","NA","0","NA","0"
"cur_sta.396","Coffin of Ashes","NA","0","NA","0"
"cur_sta.397","Floppy Heroes","NA","0","NA","0"
"cur_sta.398","Toonstruck","NA","0","
8.0
    ","12 Ratings"
"cur_sta.399","BLARP!","NA","0","NA","0"
"cur_sta.400","Trip to Vinelands","NA","0","NA","0"
"cur_sta.401","Abduction Bit","NA","0","NA","0"
"cur_sta.402","Starlight Vega","NA","
                                2
                            ","NA","0"
"cur_sta.403","Dig 4 Destruction","NA","0","NA","0"
"cur_sta.404","Imperia Online","NA","0","NA","0"
"cur_sta.405","The Sparkle ZERO","NA","0","NA","0"
"cur_sta.406","Drayt Empire","NA","0","NA","0"
"cur_sta.407","Neon Hardcorps","NA","0","NA","0"
